,0
178,1.4983164983164983
179,1.3854296388542964
180,1.3042203985932004
181,1.4764432647644326
182,1.5680056377730796
183,1.587018544935806
184,1.599568655643422
185,1.3692307692307693
186,1.4705882352941178
187,1.3888888888888888
188,1.3958594730238394
189,1.4153944020356235
190,1.5702187720536345
191,1.3583638583638584
192,1.4100126742712293
193,1.3583638583638584
194,1.5208475734791524
195,1.3760049474335188
196,1.5355417529330573
197,1.4705882352941178
198,1.599568655643422
199,1.609985528219971
200,1.5094979647218454
201,1.3897564022485946
202,1.4055590650663297
203,1.4647794601711652
204,1.459016393442623
205,1.4793882978723405
206,1.4744864148442678
207,1.5505226480836236
208,1.4181007010834927
209,1.4803725881570193
210,1.5669014084507042
211,1.4676781002638521
212,1.5713276836158192
213,1.3984915147705845
214,1.542995839112344
215,1.5177353342428377
216,1.5462126476719944
217,1.4504563233376793
218,1.4118020304568528
219,1.282420749279539
220,1.3777089783281733
221,1.5526866713189114
222,1.4872994652406417
223,1.4217252396166133
224,1.5187713310580204
225,1.6530460624071321
226,1.60882140274765
227,1.373456790123457
228,1.407337128399747
229,1.3460375075620086
230,1.6193595342066958
231,1.4401294498381878
232,1.4609323703217334
233,1.4667106130520764
234,1.4171974522292994
235,1.4364105874757909
236,1.4504563233376793
237,1.4476252439817827
238,1.4523498694516972
239,1.3984915147705845
240,1.5125764785859959
241,1.3583638583638584
242,1.7686804451510334
243,1.6324284666177549
244,1.5462126476719944
245,1.4336340206185567
246,1.4872994652406417
247,1.4466840052015604
248,1.4532984977139125
249,1.504394861392833
250,1.3897564022485946
251,1.5187713310580204
252,1.4485677083333333
253,1.5847578347578348
254,1.462853385930309
255,1.3709180529882934
256,1.5334252239834596
257,1.5592151366503153
258,1.4308681672025723
259,1.5115489130434783
260,1.4932885906040267
261,1.451402478799739
262,1.4863059452237808
263,1.3608562691131498
264,1.4317889317889319
265,1.523972602739726
266,1.497308209959623
267,1.5271105010295127
268,1.3042203985932004
269,1.3616891064871481
270,1.5260631001371743
271,1.4696169088507265
272,1.4647794601711652
273,1.4774236387782205
274,1.5735502121640736
275,1.4647794601711652
276,1.4308681672025723
277,1.5635980323260716
278,1.3777089783281733
279,1.530261348005502
280,1.3837064676616915
281,1.3958594730238394
282,1.4833333333333334
283,1.6252739225712198
284,1.5260631001371743
285,1.3751545117428925
286,1.565798733286418
287,1.4290301862556198
288,1.4504563233376793
289,1.3819875776397517
290,1.5635980323260716
291,1.4281129653401796
292,1.3923654568210262
293,1.4952956989247312
294,1.39937106918239
295,1.6064981949458483
296,1.4271969211032713
297,1.462853385930309
298,1.4217252396166133
299,1.4793882978723405
300,1.4542483660130718
301,1.4983164983164983
302,1.525017135023989
303,1.5344827586206897
304,1.5125764785859959
305,1.4429312581063554
306,1.4002517306482065
307,1.5260631001371743
308,1.4843228819212808
309,1.5592151366503153
310,1.5825035561877667
311,1.4485677083333333
312,1.451402478799739
313,1.3468523002421307
314,1.4046717171717171
315,1.350121359223301
316,1.5724381625441697
317,1.396735718769617
318,1.2966200466200466
319,1.5691114245416078
320,1.3984915147705845
321,1.4373385012919897
322,1.4523498694516972
323,1.3575350823672971
324,1.6469282013323465
325,1.461892247043364
326,1.443867618429591
327,1.4020163831127914
328,1.4902880107166778
329,1.5115489130434783
330,1.5376641326883207
331,1.3460375075620086
332,1.4317889317889319
333,1.5702187720536345
334,1.3411693791440626
335,1.5177353342428377
336,1.6288433382137628
337,1.4912868632707774
338,1.4696169088507265
339,1.3228299643281807
340,1.5344827586206897
341,1.4676781002638521
342,1.5691114245416078
343,1.4345583494519665
344,1.4833333333333334
345,1.4983164983164983
346,1.4542483660130718
347,1.5033783783783783
348,1.4244558258642765
349,1.3880224578914535
350,1.4793882978723405
351,1.5387275242047027
352,1.5387275242047027
353,1.4882943143812708
354,1.4725347452018531
355,1.5592151366503153
356,1.651818856718634
357,1.3189093064611737
358,1.319691577698695
359,1.4466840052015604
360,1.429948586118252
361,1.4942914707857622
362,1.4485677083333333
363,1.4345583494519665
364,1.497308209959623
365,1.504394861392833
366,1.5094979647218454
367,1.5376641326883207
368,1.3608562691131498
369,1.3811297330850403
370,1.3709180529882934
371,1.4217252396166133
372,1.4429312581063554
373,1.4542483660130718
374,1.451402478799739
375,1.4144945963127782
376,1.4571054354944335
377,1.3476680799515446
378,1.4744864148442678
379,1.4476252439817827
380,1.4135959339263025
381,1.4892904953145918
382,1.4754641909814323
383,1.456151832460733
384,1.5187713310580204
385,1.5646976090014064
386,1.5208475734791524
387,1.496301277740417
388,1.4983164983164983
389,1.39937106918239
390,1.3583638583638584
391,1.3251935675997617
392,1.5355417529330573
393,1.5023632680621202
394,1.5516039051603905
395,1.3567073170731707
396,1.654275092936803
397,1.4410621761658031
398,1.2996495327102804
399,1.5125764785859959
400,1.4922870556673373
401,1.4037854889589905
402,1.5680056377730796
403,1.5376641326883207
404,1.3641937461679952
405,1.4542483660130718
406,1.3811297330850403
407,1.4235444657709533
408,1.5136054421768708
409,1.407337128399747
410,1.5271105010295127
411,1.5768958185683912
412,1.461892247043364
413,1.5635980323260716
414,1.4532984977139125
415,1.4281129653401796
416,1.4571054354944335
417,1.4863059452237808
418,1.5355417529330573
419,1.3339328537170263
420,1.3949843260188088
421,1.4345583494519665
422,1.519808743169399
423,1.459016393442623
424,1.5187713310580204
425,1.5187713310580204
426,1.3683886838868389
427,1.6288433382137628
428,1.3777089783281733
429,1.5440666204024982
430,1.4364105874757909
431,1.4046717171717171
432,1.5462126476719944
433,1.4764432647644326
434,1.3760049474335188
435,1.419910657306956
436,1.4609323703217334
437,1.3819875776397517
438,1.4932885906040267
439,1.3411693791440626
440,1.3692307692307693
441,1.5271105010295127
442,1.5355417529330573
443,1.4308681672025723
444,1.5167007498295841
445,1.4336340206185567
446,1.5625
447,1.5208475734791524
448,1.6193595342066958
449,1.4046717171717171
450,1.3525835866261398
451,1.6958841463414633
452,1.4373385012919897
453,1.2521102982554868
454,1.4725347452018531
455,1.3811297330850403
456,1.4872994652406417
457,1.5537709497206704
458,1.4281129653401796
459,1.485313751668892
460,1.565798733286418
461,1.3854296388542964
462,1.5344827586206897
463,1.4126984126984128
464,1.4571054354944335
465,1.4485677083333333
466,1.3583638583638584
467,1.5084745762711864
468,1.4410621761658031
469,1.394110275689223
470,1.5136054421768708
471,1.4391979301423028
472,1.3692307692307693
473,1.3726095003084515
474,1.4922870556673373
475,1.45997375328084
476,1.390625
477,1.5451388888888888
478,1.481358189081225
479,1.4793882978723405
480,1.4262820512820513
481,1.5768958185683912
482,1.501349527665317
483,1.654275092936803
484,1.4226342710997442
485,1.4993261455525606
486,1.6945925361766947
487,1.4171974522292994
488,1.5271105010295127
489,1.4485677083333333
490,1.4429312581063554
491,1.4153944020356235
492,1.3751545117428925
493,1.542995839112344
494,1.6457100591715976
495,1.4942914707857622
496,1.4735099337748345
497,1.3065179095713446
498,1.394110275689223
499,1.530261348005502
500,1.5802556818181819
501,1.5260631001371743
502,1.4410621761658031
503,1.6276517922457938
504,1.3517618469015795
505,1.4676781002638521
506,1.429948586118252
507,1.4667106130520764
508,1.6252739225712198
509,1.4542483660130718
510,1.420817369093231
511,1.4162953532781668
512,1.3880224578914535
513,1.5780141843971631
514,1.3976130653266332
515,1.3567073170731707
516,1.5313145216792843
517,1.4290301862556198
518,1.6348273328434975
519,1.6493699036323202
520,1.5366022099447514
521,1.63003663003663
522,1.514635806671205
523,1.4657444005270093
524,1.497308209959623
525,1.6348273328434975
526,1.4317889317889319
527,1.45997375328084
528,1.4281129653401796
529,1.5713276836158192
530,1.5713276836158192
531,1.6007194244604317
532,1.3119103773584906
533,1.5768958185683912
534,1.45997375328084
535,1.654275092936803
536,1.6481481481481481
537,1.3493026076409946
538,1.350121359223301
539,1.2678062678062678
540,1.5669014084507042
541,1.5208475734791524
542,1.504394861392833
543,1.3379434756464221
544,1.3641937461679952
545,1.4932885906040267
546,1.4290301862556198
547,1.2584841628959276
548,1.2973760932944607
549,1.3057511737089202
550,1.4345583494519665
551,1.2649232518476408
552,1.4485677083333333
553,1.4262820512820513
554,1.3888888888888888
555,1.3683886838868389
556,1.288361320208454
557,1.5802556818181819
558,1.3625229638701777
559,1.4892904953145918
560,1.2584841628959276
561,1.4696169088507265
562,1.4055590650663297
563,1.4667106130520764
564,1.596126255380201
565,1.3958594730238394
566,1.4373385012919897
567,1.338748495788207
568,1.380272952853598
569,1.3871571072319202
570,1.6408554572271385
571,1.2656427758816837
572,1.3567073170731707
573,1.3888888888888888
574,1.3575350823672971
575,1.5757790368271956
576,1.3958594730238394
577,1.3525835866261398
578,1.2584841628959276
579,1.3700738916256157
580,1.3558805606337598
581,1.4523498694516972
582,1.233370288248337
583,1.401133501259446
584,1.3204747774480712
585,1.3888888888888888
586,1.590421729807005
587,1.3111373011196228
588,1.3476680799515446
589,1.5516039051603905
590,1.4055590650663297
591,1.2973760932944607
592,1.529209621993127
593,1.2340543538546866
594,1.4696169088507265
595,1.3212589073634204
596,1.4126984126984128
597,1.401133501259446
598,1.3212589073634204
599,1.3709180529882934
600,1.2613378684807257
601,1.2736119061247853
602,1.3828464885021752
603,1.4983164983164983
604,1.2656427758816837
605,1.3616891064871481
606,1.3157894736842106
607,1.5271105010295127
608,1.3049853372434017
609,1.4609323703217334
610,1.3371394230769231
611,1.289855072463768
612,1.3307416267942584
613,1.519808743169399
614,1.3111373011196228
615,1.4932885906040267
616,1.5603085553997196
617,1.5972720746590092
618,1.396735718769617
619,1.5592151366503153
620,1.5625
621,1.3862928348909658
622,1.4162953532781668
623,1.5033783783783783
624,1.4932885906040267
625,1.481358189081225
626,1.4002517306482065
627,1.478405315614618
628,1.4793882978723405
629,1.6457100591715976
630,1.409119696010133
631,1.6134880348078318
632,1.4271969211032713
633,1.4872994652406417
634,1.3558805606337598
635,1.3949843260188088
636,1.3307416267942584
637,1.4419961114711601
638,1.3347330533893222
639,1.504394861392833
640,1.555944055944056
641,1.478405315614618
642,1.5376641326883207
643,1.4135959339263025
644,1.530261348005502
645,1.3633578431372548
646,1.5791341376863024
647,1.456151832460733
648,1.3228299643281807
649,1.4696169088507265
650,1.6493699036323202
651,1.485313751668892
652,1.4457439896036388
653,1.429948586118252
654,1.5376641326883207
655,1.4290301862556198
656,1.4803725881570193
657,1.443867618429591
658,1.519808743169399
659,1.280944156591825
660,1.5187713310580204
661,1.3819875776397517
662,1.326774001192606
663,1.4902880107166778
664,1.4364105874757909
665,1.2451035254616676
666,1.4932885906040267
667,1.456151832460733
668,1.4262820512820513
669,1.3854296388542964
670,1.5033783783783783
671,1.407337128399747
672,1.3976130653266332
673,1.3976130653266332
674,1.4833333333333334
675,1.5802556818181819
676,1.5802556818181819
677,1.4290301862556198
678,1.5177353342428377
679,1.5592151366503153
680,1.555944055944056
681,1.5625
682,1.5702187720536345
683,1.5680056377730796
684,1.5187713310580204
685,1.5344827586206897
686,1.4226342710997442
687,1.5136054421768708
688,1.4571054354944335
689,1.4181007010834927
690,1.7464678178963893
691,1.5451388888888888
692,1.4551994767822105
693,1.5592151366503153
694,1.435483870967742
695,1.587018544935806
696,1.4638157894736843
697,1.4244558258642765
698,1.4317889317889319
699,1.6348273328434975
700,1.4055590650663297
701,1.593839541547278
702,1.5746638358103326
703,1.5313145216792843
704,1.5724381625441697
705,1.4002517306482065
706,1.5229295003422314
707,1.3550548112058465
708,1.435483870967742
709,1.4912868632707774
710,1.3683886838868389
711,1.6432791728212703
712,1.6053391053391053
713,1.478405315614618
714,1.5614035087719298
715,1.5366022099447514
716,1.4882943143812708
717,1.540858725761773
718,1.4983164983164983
719,1.4327108821635544
720,1.4942914707857622
721,1.5355417529330573
722,1.7785771382893685
723,1.549442896935933
724,1.39937106918239
725,1.4532984977139125
726,1.5472878998609179
727,1.4410621761658031
728,1.4882943143812708
729,1.4754641909814323
730,1.5344827586206897
731,1.4942914707857622
732,1.5483646485734168
733,1.4082278481012658
734,1.555944055944056
735,1.5780141843971631
736,1.611151339608979
737,1.4922870556673373
738,1.4833333333333334
739,1.5724381625441697
740,1.429948586118252
741,1.3984915147705845
742,1.406447534766119
743,1.341978287092883
744,1.3111373011196228
745,1.3949843260188088
746,1.5570328901329602
747,1.5094979647218454
748,1.4764432647644326
749,1.4373385012919897
750,1.3509411050394657
751,1.4308681672025723
752,1.3427881713940857
753,1.4532984977139125
754,1.5323691460055096
755,1.5105227427019687
756,1.5680056377730796
757,1.5397923875432526
758,1.4235444657709533
759,1.407337128399747
760,1.4162953532781668
761,1.5746638358103326
762,1.3760049474335188
763,1.4647794601711652
764,1.549442896935933
765,1.4317889317889319
766,1.6018718502519798
767,1.5813788201847903
768,1.3862928348909658
769,1.4235444657709533
770,1.3347330533893222
771,1.4100126742712293
772,1.4226342710997442
773,1.3251935675997617
774,1.4457439896036388
775,1.409119696010133
776,1.5281593406593406
777,1.4429312581063554
778,1.4532984977139125
779,1.4391979301423028
780,1.565798733286418
781,1.3880224578914535
782,1.3119103773584906
783,1.5271105010295127
784,1.3591936469150885
785,1.5271105010295127
786,1.3923654568210262
787,1.4485677083333333
788,1.5472878998609179
789,1.6288433382137628
790,1.4872994652406417
791,1.5366022099447514
792,1.345223700120919
793,1.4638157894736843
794,1.3650306748466257
795,1.396735718769617
796,1.4466840052015604
797,1.5802556818181819
798,1.650593471810089
799,1.6146589259796806
800,1.5526866713189114
801,1.5136054421768708
802,1.5218878248974008
803,1.4912868632707774
804,1.429948586118252
805,1.4144945963127782
806,1.4308681672025723
807,1.4833333333333334
808,1.39937106918239
809,1.5208475734791524
810,1.3484848484848484
811,1.3949843260188088
812,1.4715608465608465
813,1.4153944020356235
814,1.5625
815,1.4037854889589905
816,1.4952956989247312
817,1.3525835866261398
818,1.3347330533893222
819,1.5187713310580204
820,1.6324284666177549
821,1.459016393442623
822,1.6971777269260107
823,1.3493026076409946
824,1.4345583494519665
825,1.4902880107166778
826,1.4466840052015604
827,1.3692307692307693
828,1.6444937176644494
829,1.5505226480836236
830,1.4290301862556198
831,1.4029003783102143
832,1.3157894736842106
833,1.319691577698695
834,1.371763255240444
835,1.2649232518476408
836,1.6170058139534884
837,1.3212589073634204
838,1.3692307692307693
839,1.3057511737089202
840,1.3616891064871481
841,1.2943571844095405
842,1.4843228819212808
843,1.3616891064871481
844,1.3625229638701777
845,1.3484848484848484
846,1.2958648806057076
847,1.3683886838868389
848,1.45997375328084
849,1.391494684177611
850,1.289855072463768
851,1.5344827586206897
852,1.4993261455525606
853,1.443867618429591
854,1.5472878998609179
855,1.5167007498295841
856,1.4262820512820513
857,1.338748495788207
858,1.5780141843971631
859,1.233370288248337
860,1.523972602739726
861,1.2685290763968073
862,1.5702187720536345
863,1.3072855464159812
864,1.2736119061247853
865,1.4485677083333333
866,1.288361320208454
867,1.5735502121640736
868,1.5023632680621202
869,1.4638157894736843
870,1.3845675171126322
871,1.2772675086107923
872,1.3811297330850403
873,1.4037854889589905
874,1.4345583494519665
875,1.4118020304568528
876,1.3339328537170263
877,1.244407158836689
878,1.4744864148442678
879,1.2656427758816837
880,1.331538001196888
881,1.3011695906432748
882,1.3072855464159812
883,1.4126984126984128
884,1.5768958185683912
885,1.4833333333333334
886,1.316568047337278
887,1.4235444657709533
888,1.481358189081225
889,1.3065179095713446
890,1.5387275242047027
891,1.4144945963127782
892,1.4793882978723405
893,1.4609323703217334
894,1.4532984977139125
895,1.4457439896036388
896,1.6616878267363704
897,1.4754641909814323
898,1.5802556818181819
899,1.4244558258642765
900,1.462853385930309
901,1.7248062015503876
902,1.3379434756464221
903,1.596126255380201
904,1.4181007010834927
905,1.4754641909814323
906,1.4181007010834927
907,1.587018544935806
908,1.5208475734791524
909,1.4764432647644326
910,1.549442896935933
911,1.4725347452018531
912,1.5355417529330573
913,1.5094979647218454
914,1.6288433382137628
915,1.684330052990159
916,1.45997375328084
917,1.379417234965902
918,1.565798733286418
919,1.4609323703217334
920,1.5516039051603905
921,1.5548567435359888
922,1.456151832460733
923,1.4863059452237808
924,1.6420664206642066
925,1.593839541547278
926,1.5516039051603905
927,1.514635806671205
928,1.5387275242047027
929,1.5271105010295127
930,1.443867618429591
931,1.497308209959623
932,1.5208475734791524
933,1.4735099337748345
934,1.5791341376863024
935,1.380272952853598
936,1.481358189081225
937,1.4401294498381878
938,1.5033783783783783
939,1.451402478799739
940,1.523972602739726
941,1.3984915147705845
942,1.4638157894736843
943,1.5281593406593406
944,1.429948586118252
945,1.593839541547278
946,1.5614035087719298
947,1.6181818181818182
948,1.7208043310131478
949,1.456151832460733
950,1.6053391053391053
951,1.5757790368271956
952,1.4676781002638521
953,1.3726095003084515
954,1.4457439896036388
955,1.5972720746590092
956,1.5167007498295841
957,1.39937106918239
958,1.6312316715542523
959,1.4002517306482065
960,1.5892857142857142
961,1.4983164983164983
962,1.611151339608979
963,1.6229029905178702
964,1.4754641909814323
965,1.5003371544167228
966,1.6170058139534884
967,1.4235444657709533
968,1.478405315614618
969,1.4410621761658031
970,1.481358189081225
971,1.657973174366617
972,1.3785625774473358
973,1.5136054421768708
974,1.5802556818181819
975,1.6767143933685005
976,1.396735718769617
977,1.4336340206185567
978,1.435483870967742
979,1.5713276836158192
980,1.6018718502519798
981,1.6555059523809523
982,1.4952956989247312
983,1.478405315614618
984,1.5526866713189114
985,1.654275092936803
986,1.5115489130434783
987,1.6641735228122663
988,1.4793882978723405
989,1.4744864148442678
990,1.4429312581063554
991,1.406447534766119
992,1.5972720746590092
993,1.6654191616766467
994,1.3567073170731707
995,1.6217201166180757
996,1.461892247043364
997,1.456151832460733
998,1.6041816870944485
999,1.611151339608979
1000,1.5603085553997196
1001,1.4181007010834927
1002,1.3700738916256157
1003,1.4419961114711601
1004,1.585887384176764
1005,1.5355417529330573
1006,1.2556433408577878
1007,1.4638157894736843
1008,1.6064981949458483
1009,1.4774236387782205
1010,1.6616878267363704
1011,1.6555059523809523
1012,1.3034563561804335
1013,1.4872994652406417
1014,1.5323691460055096
1015,1.485313751668892
1016,1.5746638358103326
1017,1.5702187720536345
1018,1.4504563233376793
1019,1.5949820788530467
1020,1.4571054354944335
1021,1.5271105010295127
1022,1.478405315614618
1023,1.514635806671205
1024,1.5825035561877667
1025,1.5064319566689235
1026,1.4744864148442678
1027,1.4532984977139125
1028,1.6041816870944485
1029,1.407337128399747
1030,1.5187713310580204
1031,1.4542483660130718
1032,1.4457439896036388
1033,1.4401294498381878
1034,1.5702187720536345
1035,1.3845675171126322
1036,1.39937106918239
1037,1.379417234965902
1038,1.4542483660130718
1039,1.565798733286418
1040,1.3726095003084515
1041,1.6134880348078318
1042,1.4037854889589905
1043,1.5505226480836236
1044,1.4327108821635544
1045,1.5136054421768708
1046,1.5646976090014064
1047,1.438267614738203
1048,1.4046717171717171
1049,1.6181818181818182
1050,1.5825035561877667
1051,1.587018544935806
1052,1.5033783783783783
1053,1.5003371544167228
1054,1.3403614457831325
1055,1.6324284666177549
1056,1.3880224578914535
1057,1.5023632680621202
1058,1.45997375328084
1059,1.5451388888888888
1060,1.6252739225712198
1061,1.5825035561877667
1062,1.63003663003663
1063,1.4419961114711601
1064,1.4892904953145918
1065,1.519808743169399
1066,1.5440666204024982
1067,1.5646976090014064
1068,1.6158315177923022
1069,1.5915593705293276
1070,1.4744864148442678
1071,1.5881513204853677
1072,1.6567386448250185
1073,1.4983164983164983
1074,1.4002517306482065
1075,1.5344827586206897
1076,1.5646976090014064
1077,1.4523498694516972
1078,1.6264619883040936
1079,1.4410621761658031
1080,1.5397923875432526
1081,1.451402478799739
1082,1.5537709497206704
1083,1.5505226480836236
1084,1.4373385012919897
1085,1.6312316715542523
1086,1.6481481481481481
1087,1.5440666204024982
1088,1.4126984126984128
1089,1.5334252239834596
1090,1.5323691460055096
1091,1.4504563233376793
1092,1.6444937176644494
1093,1.6170058139534884
1094,1.5156675749318802
1095,1.5881513204853677
1096,1.4345583494519665
1097,1.657973174366617
1098,1.6984732824427482
1099,1.598419540229885
1100,1.5451388888888888
1101,1.501349527665317
1102,1.3828464885021752
1103,1.504394861392833
1104,1.525017135023989
1105,1.5691114245416078
1106,1.3616891064871481
1107,1.3403614457831325
1108,1.350121359223301
1109,1.6530460624071321
1110,1.6530460624071321
1111,1.525017135023989
1112,1.3984915147705845
1113,1.3880224578914535
1114,1.593839541547278
1115,1.4744864148442678
1116,1.3949843260188088
1117,1.4373385012919897
1118,1.3683886838868389
1119,1.3828464885021752
1120,1.3042203985932004
1121,1.5115489130434783
1122,1.4774236387782205
1123,1.4029003783102143
1124,1.6018718502519798
1125,1.6146589259796806
1126,1.456151832460733
1127,1.5646976090014064
1128,1.6856060606060606
1129,1.5177353342428377
1130,1.4391979301423028
1131,1.373456790123457
1132,1.456151832460733
1133,1.4476252439817827
1134,1.598419540229885
1135,1.5881513204853677
1136,1.5387275242047027
1137,1.5780141843971631
1138,1.5702187720536345
1139,1.555944055944056
1140,1.4983164983164983
1141,1.5802556818181819
1142,1.4609323703217334
1143,1.7602848101265822
1144,1.3583638583638584
1145,1.5746638358103326
1146,1.4764432647644326
1147,1.4126984126984128
1148,1.3880224578914535
1149,1.4244558258642765
1150,1.3220439691027925
1151,1.3004091174751606
1152,1.3034563561804335
1153,1.345223700120919
1154,1.6555059523809523
1155,1.3658686310620012
1156,1.497308209959623
1157,1.326774001192606
1158,1.797253634894992
1159,1.4391979301423028
1160,1.4993261455525606
1161,1.585887384176764
1162,1.3897564022485946
1163,1.409119696010133
1164,1.4902880107166778
1165,1.3667076167076166
1166,1.4523498694516972
1167,1.272883295194508
1168,1.406447534766119
1169,1.6041816870944485
1170,1.3026932084309133
1171,1.4037854889589905
1172,1.3095938787522072
1173,1.456151832460733
1174,1.583629893238434
1175,1.4705882352941178
1176,1.3049853372434017
1177,1.3726095003084515
1178,1.3228299643281807
1179,1.331538001196888
1180,1.435483870967742
1181,1.4571054354944335
1182,1.3034563561804335
1183,1.391494684177611
1184,1.5054127198917455
1185,1.6767143933685005
1186,1.4419961114711601
1187,1.3949843260188088
1188,1.3026932084309133
1189,1.4803725881570193
1190,1.3484848484848484
1191,1.4764432647644326
1192,1.4504563233376793
1193,1.4457439896036388
1194,1.396735718769617
1195,1.39937106918239
1196,1.3363363363363363
1197,1.5313145216792843
1198,1.5064319566689235
1199,1.3760049474335188
1200,1.3363363363363363
1201,1.4317889317889319
1202,1.3700738916256157
1203,1.5003371544167228
1204,1.4942914707857622
1205,1.4504563233376793
1206,1.4754641909814323
1207,1.4872994652406417
1208,1.4290301862556198
1209,1.5516039051603905
1210,1.598419540229885
1211,1.3625229638701777
1212,1.4401294498381878
1213,1.4171974522292994
1214,1.4262820512820513
1215,1.611151339608979
1216,1.3984915147705845
1217,1.5054127198917455
1218,1.5334252239834596
1219,1.4686468646864685
1220,1.4892904953145918
1221,1.4244558258642765
1222,1.4135959339263025
1223,1.4082278481012658
1224,1.3403614457831325
1225,1.4244558258642765
1226,1.4002517306482065
1227,1.3355342136854742
1228,1.288361320208454
1229,1.4002517306482065
1230,1.3026932084309133
1231,1.3534063260340632
1232,1.4754641909814323
1233,1.4162953532781668
1234,1.5094979647218454
1235,1.4153944020356235
1236,1.3683886838868389
1237,1.3700738916256157
1238,1.373456790123457
1239,1.3347330533893222
1240,1.4571054354944335
1241,1.429948586118252
1242,1.4290301862556198
1243,1.4715608465608465
1244,1.4126984126984128
1245,1.3259833134684147
1246,1.3379434756464221
1247,1.3871571072319202
1248,1.5229295003422314
1249,1.3476680799515446
1250,1.4638157894736843
1251,1.45997375328084
1252,1.478405315614618
1253,1.4244558258642765
1254,1.462853385930309
1255,1.3542300669507
1256,1.4171974522292994
1257,1.3591936469150885
1258,1.3683886838868389
1259,1.3204747774480712
1260,1.4803725881570193
1261,1.5054127198917455
1262,1.5355417529330573
1263,1.461892247043364
1264,1.4912868632707774
1265,1.6018718502519798
1266,1.3871571072319202
1267,1.5064319566689235
1268,1.5229295003422314
1269,1.4580602883355176
1270,1.406447534766119
1271,1.5669014084507042
